page,title,date,total,available,type,pay,percent,dates,days
209071,미술품과 재테크의 콜라보레이션 세미나,2020.2.15 (토) 14:00 ~ 16:00,5.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-15,(토)
209074,금융회사가 알려주지 않는 재테크의 진실 & 빠르게 부자 되는 방법,2020.2.15 (토) 11:00 ~ 17:00,10.0,0.0,교육,무료,1.0,2020-02-15,(토)
209075,#프리젠테이션 #지홍선커뮤니케이션즈 #리더십 #스피치 #소통,2020.2.13 (목) 19:30 ~ 22:00,20.0,0.0,교육,무료,1.0,2020-02-13,(목)
209076,(무료)예비창업자를 위한  2020창업자금 및 트렌드 따라잡기,2020.3.5 (목) 19:00 ~ 20:00,10.0,0.0,교육,유료,1.0,2020-03-05,(목)
209077,1대1 자소서 첨삭을 진행합니다. :-),2020.2.11 (화) 10:00 ~ 12:00,1.0,0.0,교육,유료,1.0,2020-02-11,(화)
209079,"먹는아로마 체험, 아로마테라피 무료 특강(2/13/목/오후8시/강남역)",2020.2.13 (목) 20:00 ~ 21:30,8.0,0.0,패션/뷰티,무료,1.0,2020-02-13,(목)
209080,TOC-Basic 세미나,2020.2.22 (토) 14:00 ~ 17:00,20.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-22,(토)
209081,3시간 만에 나도 독서모임 리더!? 독서토론 원데이 클래스!,2020.2.29 (토) 15:00 ~ 18:00,5.0,0.0,강연,유료,1.0,2020-02-29,(토)
209082,2030 글로 배우는 연애,2020.2.16 (일) 14:00 ~ 16:00,10.0,0.0,기타,무료,1.0,2020-02-16,(일)
209084,입문자를 위한 아이패드 드로잉 (프로 크리에이트) 원데이클래스,2020.2.22 (토) 15:30 ~ 17:30,10.0,0.0,문화/예술,유료,1.0,2020-02-22,(토)
209087,<당신이 잘 살면 좋겠습니다> 강연,2020.2.14 (금) 14:00 ~ 2020.2.15 (토) 19:00,400.0,0.0,강연,유료,1.0,2020-02-14,(금)
209088,무료) 빛 자기리더 평생교육원,2020.3.23 (월) 10:00 ~ 2020.6.26 (금) 16:00,80.0,0.0,교육,무료,1.0,2020-03-23,(월)
209090,학습혁명포럼,2020.2.21 (금) 18:30 ~ 20:30,30.0,0.0,기타,무료,1.0,2020-02-21,(금)
209092,미혼 비혼 돌싱 싱글 프리랜서(1인기업) 주거공동체 만들기,2020.2.23 (일) 16:00 ~ 18:00,2.0,0.0,소모임/친목행사,무료,1.0,2020-02-23,(일)
209094,[결백] 온오프믹스 특별초대 시사회,2020.2.25 (화) 19:20 ~ 21:20,50.0,0.0,이벤트/파티,무료,1.0,2020-02-25,(화)
209095,모르면 망하는 창업 준비의 비밀 3가지,2020.2.22 (토) 11:00 ~ 13:00,5.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-22,(토)
209096,직장인 창업_모르면 망하는 창업 준비의 비밀 3가지,2020.2.22 (토) 11:00 ~ 13:00,5.0,0.0,강연,유료,1.0,2020-02-22,(토)
209098,[국비지원] 디지털웹디자인(웹퍼블리셔) 수강생모집,2020.4.1 (수) 10:00 ~ 18:30,20.0,0.0,기타,무료,1.0,2020-04-01,(수)
209100,프로그래머 자바 웹 개발자 교육,2020.3.14 (토) 10:00 ~ 10:30,30.0,0.0,교육,무료,1.0,2020-03-14,(토)
209103,모임 결제 테스트,2020.2.12 (수) 10:30 ~ 11:00,5.0,0.0,기타,유료,1.0,2020-02-12,(수)
209106,Big빅데이터 양성과정 프로젝트반,2020.7.23 (목) 09:00 ~ 2021.1.22 (금) 16:00,30.0,30.0,교육,무료,0.0,2020-07-23,(목)
209107,[무료 금융자격증 취득 & 멘토링] 미래에셋생명 SYNERGY-FS 과정 1기 모집 사전 신청,2020.2.12 (수) 10:30 ~ 11:00,100.0,0.0,기타,무료,1.0,2020-02-12,(수)
209111,공정하고 혁신적인 암호화폐 세제 마련을 위한 세미나,2020.2.21 (금) 14:00 ~ 17:00,85.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-21,(금)
209115,겨울방학 아두이노 코딩 단기 특강,2020.2.17 (월) 10:00 ~ 2020.2.29 (토) 21:00,24.0,0.0,교육,유료,1.0,2020-02-17,(월)
209117,[마감]소액 투자로도 1년 연봉을 벌 수 있는 <실전경매 특강>,2020.3.11 (수) 19:30 ~ 21:30,8.0,0.0,기타,무료,1.0,2020-03-11,(수)
209119,"[무료 메이커 체험교육] 제2회 서울교대와 함께하는 메이커 교실 - 발명, 3D펜, 레이저박스를 이용 생활소품 제작",2020.2.24 (월) 13:00 ~ 17:30,144.0,0.0,기타,무료,1.0,2020-02-24,(월)
209120,코엑스 C-STUDIO 크리에이터 모집!,2020.3.16 (월) 12:00 ~ 2020.12.31 (목) 12:30,30.0,0.0,이벤트/파티,무료,1.0,2020-03-16,(월)
209121,"[ 2020 상반기 공채 대비 특강 ] 자소서, 방법만 알면 너도 쓸 수 있어! 잘!",2020.2.23 (일) 13:00 ~ 17:00,10.0,0.0,교육,유료,1.0,2020-02-23,(일)
209125,2/15 기초교육 수강자 중급교육 신청용,2020.2.15 (토) 13:00 ~ 16:00,10.0,0.0,교육,유료,1.0,2020-02-15,(토)
209127,코로나 전염병으로 인해 잠정 연기 및 취소합니다.,2020.2.22 (토) 15:00 ~ 17:30,50.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-22,(토)
209128,네이버 블로그 4시간만에 왕초보탈출(2/24)-원데이클래스,2020.2.24 (월) 14:00 ~ 18:00,3.0,0.0,교육,유료,1.0,2020-02-24,(월)
209129,워드프레스 기초부터 쇼핑몰까지 5시간 속성과정(2/29) - 원데이클래스,2020.2.29 (토) 13:00 ~ 18:00,3.0,0.0,교육,유료,1.0,2020-02-29,(토)
209130,소프트웨어특기자전형,2020.2.22 (토) 14:00 ~ 2020.2.29 (토) 14:30,100.0,0.0,교육,무료,1.0,2020-02-22,(토)
209131,스마트스토어 창업 특강-아이템 소싱과 매출상승 전략.스마트스토어 마케팅 저자 직강,2020.3.4 (수) 19:00 ~ 22:00,10.0,0.0,교육,유료,1.0,2020-03-04,(수)
209132,네이버 스마트스토어 '매출 올리는 상세페이지 기획 제작',2020.3.5 (목) 14:00 ~ 17:00,4.0,0.0,교육,유료,1.0,2020-03-05,(목)
209133,"카카오 플랫폼 활용과 광고전략 - 톡스토어, 카카오톡채널, 카카오모먼트. 실전반 2주완성",2020.3.13 (금) 13:00 ~ 2020.3.20 (금) 18:00,5.0,0.0,교육,유료,1.0,2020-03-13,(금)
209134,KUC1:1승무원면접코칭,2020.2.12 (수) 14:00 ~ 14:30,10.0,0.0,기타,유료,1.0,2020-02-12,(수)
209137,더리더 독서모임,2020.2.15 (토) 14:00 ~ 16:00,20.0,0.0,소모임/친목행사,유료,1.0,2020-02-15,(토)
209138,[AXi4CNS] Microsoft Power Platform Training Day Webinar,2020.2.26 (수) 14:00 ~ 15:00,500.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-26,(수)
209139,[독서모임]  휴먼북 책과 그림책,2020.2.14 (금) 15:00 ~ 17:00,3.0,0.0,소모임/친목행사,무료,1.0,2020-02-14,(금)
209140,[2월] 돈 되는 부동산 입지 분석의 모든 것,2020.2.29 (토) 14:00 ~ 2020.3.21 (토) 16:00,14.0,0.0,강연,유료,1.0,2020-02-29,(토)
209141,"2020 상반기 저축트렌드-사회초년생을 위한 재테크,월급관리,자산관리,저축",2020.3.14 (토) 14:00 ~ 16:00,40.0,0.0,강연,무료,1.0,2020-03-14,(토)
209146,"건강검진 대상자 선착순 20명 모집합니다.(안과,산부인과,이비인후과)부업딜러",2020.2.14 (금) 17:00 ~ 18:00,20.0,0.0,교육,무료,1.0,2020-02-14,(금)
209152,혼자가 좋지만 혼자는 싫어,2020.2.15 (토) 15:00 ~ 17:00,100.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-15,(토)
209153,1시간의 진로적성 사주/타로 카운셀링(2/24),2020.2.24 (월) 10:00 ~ 22:00,3.0,0.0,기타,유료,1.0,2020-02-24,(월)
209154,(광주)1시간의 진로적성 사주/타로 카운셀링(3/14),2020.3.14 (토) 10:00 ~ 22:00,3.0,0.0,기타,유료,1.0,2020-03-14,(토)
209156,사회적경제를 활용한 창업 및 경영상담 세미나,2020.2.24 (월) 19:00 ~ 20:30,5.0,0.0,교육,유료,1.0,2020-02-24,(월)
209157,사회적경제를 활용한 최대2억원까지 저금리로 지원하는 정책자금받는 법&신청서 작성법 세미나,2020.2.24 (월) 10:00 ~ 11:30,5.0,0.0,교육,유료,1.0,2020-02-24,(월)
209158,"사회적 경제를 비롯한 2020년  정부지원사업과 창업자&예비창업자, 창업기업 대응전략 세미나",2020.2.25 (화) 10:00 ~ 11:30,5.0,0.0,교육,유료,1.0,2020-02-25,(화)
209160,사회적 경제를 활용한 내 사업 보호에 꼭 필요한 사업 관련 권리 등록 및 실무 및 신청서 작성법 세미나,2020.2.26 (수) 10:00 ~ 11:30,5.0,0.0,교육,유료,1.0,2020-02-26,(수)
209161,사회적경제를 활용하여 정부에서 무상으로 지원하는 창업자금 1억원받는 법1,2020.2.24 (월) 15:00 ~ 16:30,5.0,0.0,교육,유료,1.0,2020-02-24,(월)
209162,사회적경제를 활용하여 정부에서 무상으로 지원하는 창업자금 1억원받는 법2,2020.2.25 (화) 14:30 ~ 15:30,5.0,0.0,교육,유료,1.0,2020-02-25,(화)
209163,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나1,2020.2.24 (월) 17:00 ~ 18:30,5.0,0.0,교육,유료,1.0,2020-02-24,(월)
209164,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나2,2020.2.25 (화) 17:00 ~ 18:30,5.0,0.0,교육,유료,1.0,2020-02-25,(화)
209165,"웹툰작가, 유튜브 크리에이터, 디자이너, 예술가를 위한 저작권법 법률강의",2020.2.18 (화) 18:00 ~ 20:00,20.0,0.0,교육,유료,1.0,2020-02-18,(화)
209167,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나3,2020.2.26 (수) 17:00 ~ 18:30,5.0,0.0,교육,유료,1.0,2020-02-26,(수)
209168,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나4,2020.2.27 (목) 17:00 ~ 18:30,5.0,0.0,교육,유료,1.0,2020-02-27,(목)
209169,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나5,2020.2.28 (금) 17:00 ~ 18:30,5.0,0.0,교육,유료,1.0,2020-02-28,(금)
209170,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나6,2020.2.24 (월) 15:00 ~ 16:30,5.0,0.0,교육,유료,1.0,2020-02-24,(월)
209171,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나7,2020.2.25 (화) 15:00 ~ 16:30,5.0,0.0,교육,유료,1.0,2020-02-25,(화)
209172,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나8,2020.2.26 (수) 15:00 ~ 16:30,5.0,0.0,교육,유료,1.0,2020-02-26,(수)
209173,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나9,2020.2.27 (목) 15:00 ~ 16:30,5.0,0.0,교육,유료,1.0,2020-02-27,(목)
209174,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나10,2020.2.28 (금) 15:00 ~ 16:30,5.0,0.0,교육,유료,1.0,2020-02-28,(금)
209175,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나11,2020.2.25 (화) 13:00 ~ 14:30,5.0,0.0,교육,유료,1.0,2020-02-25,(화)
209176,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나12,2020.2.26 (수) 13:00 ~ 14:30,5.0,0.0,교육,유료,1.0,2020-02-26,(수)
209177,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나13,2020.2.27 (목) 13:00 ~ 14:30,5.0,0.0,교육,유료,1.0,2020-02-27,(목)
209178,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나14,2020.2.28 (금) 13:00 ~ 14:30,5.0,0.0,교육,유료,1.0,2020-02-28,(금)
209179,재테크 멤버쉽,2020.2.15 (토) 16:00 ~ 18:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-15,(토)
209180,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나15,2020.2.25 (화) 19:00 ~ 20:30,5.0,0.0,교육,유료,1.0,2020-02-25,(화)
209181,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나16,2020.2.26 (수) 19:00 ~ 20:30,5.0,0.0,교육,유료,1.0,2020-02-26,(수)
209182,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나17,2020.2.29 (토) 13:30 ~ 14:30,5.0,0.0,교육,유료,1.0,2020-02-29,(토)
209183,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나18,2020.2.29 (토) 16:30 ~ 17:30,5.0,0.0,교육,유료,1.0,2020-02-29,(토)
209185,2020년 대비 업종별 실전창업지원금 받는법&신청서 작성법 세미나19,2020.3.1 (일) 13:30 ~ 14:30,5.0,0.0,교육,유료,1.0,2020-03-01,(일)
209186,사회적경제를 활용한 왕초보 창업자를 위한 창업 실무과정,2020.2.29 (토) 10:00 ~ 11:30,5.0,0.0,교육,유료,1.0,2020-02-29,(토)
209187,사회적경제를 활용한 최대 5억원까지 무상으로 지원하는 R&D(기술개발)자금 받는 법&신청서 작성법 세미나!1,2020.2.24 (월) 13:00 ~ 14:30,5.0,0.0,교육,유료,1.0,2020-02-24,(월)
209188,사회적경제를 활용한 최대 5억원까지 무상으로 지원하는 R&D(기술개발)자금 받는 법&신청서 작성법 세미나!2,2020.2.26 (수) 14:30 ~ 15:30,5.0,0.0,교육,유료,1.0,2020-02-26,(수)
209191,서울바이오허브‘컨설팅 데이(2월),2020.2.27 (목) 14:00 ~ 17:00,60.0,0.0,교육,무료,1.0,2020-02-27,(목)
209192,"웹소설, 고양이도 쓸 수 있다 <개념과 동기부여 편>",2020.2.15 (토) 10:00 ~ 11:30,6.0,0.0,교육,무료,1.0,2020-02-15,(토)
209193,(경기창조경제혁신센터) 2020년 예비창업패키지 일반분야 사업설명회,2020.2.17 (월) 14:00 ~ 16:00,100.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-17,(월)
209194,2020년 SW고성장클럽 200  온라인 사업설명회,2020.3.5 (목) 14:00 ~ 16:00,500.0,0.0,세미나/컨퍼런스,무료,1.0,2020-03-05,(목)
209196,(상담)KUC1:1코디네이팅3개월과정,2020.2.12 (수) 18:30 ~ 19:00,1.0,0.0,기타,유료,1.0,2020-02-12,(수)
209197,2020년 SW고성장클럽 200 사업설명회<충청권(대전)>,2020.2.27 (목) 15:00 ~ 17:00,90.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-27,(목)
209198,2020년 SW고성장클럽 200 사업설명회<동남권(부산)>,2020.2.26 (수) 14:00 ~ 16:00,50.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-26,(수)
209199,(2/15 부산) 정부지원금을 활용해 안전하게 기업경영하기(사업계획서 작성편),2020.2.15 (토) 14:30 ~ 17:30,20.0,0.0,강연,유료,1.0,2020-02-15,(토)
209200,오늘 반드시 창업하기,2020.2.19 (수) 10:00 ~ 13:00,10.0,0.0,강연,유료,1.0,2020-02-19,(수)
209202,"제83회 ""호기심을 파는 강의""",2020.2.19 (수) 14:00 ~ 16:00,12.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-19,(수)
209203,내 마음을 위한 그림심리 (마인드테라피),2020.2.12 (수) 14:30 ~ 16:30,4.0,0.0,취미활동,유료,1.0,2020-02-12,(수)
209205,내 마음을 위한 그림심리 (마인드테라피),2020.2.19 (수) 14:30 ~ 16:30,4.0,0.0,취미활동,유료,1.0,2020-02-19,(수)
209206,포토샵 기초반 (2020년 2기 / 왕초보를 위한 4주완성),2020.2.18 (화) 15:30 ~ 17:30,4.0,0.0,교육,유료,1.0,2020-02-18,(화)
209208,"큐니버시티 학술회, ""큐리어스 데이""",2020.2.15 (토) 10:00 ~ 12:00,12.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-15,(토)
209209,"대학교 자퇴생 및 휴학생 커뮤니티, 자휴넷!",2020.2.15 (토) 13:00 ~ 15:00,12.0,0.0,소모임/친목행사,유료,1.0,2020-02-15,(토)
209210,"중고등학교 자퇴 고민을 위한 모임, 자퇴학교",2020.2.22 (토) 13:00 ~ 15:00,12.0,0.0,소모임/친목행사,유료,1.0,2020-02-22,(토)
209212,포항 티코스터 & 호빵수세미 니팅 원데이 클래스,2020.2.23 (일) 14:00 ~ 16:00,10.0,0.0,취미활동,유료,1.0,2020-02-23,(일)
209214,"포항 2/15-5/14 총 100일간 1일 1글쓰기! 단 한문장이라도, 꾸준히, 함께!!",2020.2.15 (토) 00:00 ~ 2020.5.24 (일) 00:00,20.0,0.0,소모임/친목행사,유료,1.0,2020-02-15,(토)
209215,포항 3/13 가죽공예 원데이 클래스,2020.3.13 (금) 19:30 ~ 21:30,10.0,0.0,취미활동,유료,1.0,2020-03-13,(금)
209216,"나쵸토크(시즌3) 뭐가 사랑이고, 연애는 어떻게 하는거지?",2020.2.13 (목) 15:00 ~ 16:00,8.0,0.0,소모임/친목행사,유료,1.0,2020-02-13,(목)
209218,나는 의대를 중퇴하고 대학교를 만들어 버렸다,2020.2.19 (수) 19:30 ~ 21:30,12.0,0.0,강연,유료,1.0,2020-02-19,(수)
209219,전문가의 조건 - 좋아하는 분야의 전문가가 되는 방법,2020.2.19 (수) 16:30 ~ 18:30,12.0,0.0,강연,유료,1.0,2020-02-19,(수)
209220,(부산) 네이버블로그 운영 메뉴얼 코칭,2020.2.15 (토) 11:00 ~ 13:00,1.0,0.0,교육,유료,1.0,2020-02-15,(토)
209221,'직장 초년생'들을 위한 월급관리 세미나,2020.2.23 (일) 14:00 ~ 16:00,5.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-23,(일)
209222,제 28회 네트워크 전문가 따라잡기 'N.EX.T' [정기 기술 세미나],2020.4.30 (목) 10:00 ~ 17:00,9.0,0.0,세미나/컨퍼런스,유료,1.0,2020-04-30,(목)
209224,미래를 바꾸는 시간: 재테크 세미나,2020.2.15 (토) 16:00 ~ 18:00,20.0,0.0,기타,무료,1.0,2020-02-15,(토)
209226,"반응형 웹사이트, 한 번만 배우면 초보자도 쉽게 만들고 유지보수 한다!",2020.2.25 (화) 13:00 ~ 16:00,4.0,0.0,교육,유료,1.0,2020-02-25,(화)
209227,전자책 EPUB 파일! 초보자도 쉽게 만들고 출판할 수 있다!,2020.2.18 (화) 16:00 ~ 19:00,4.0,0.0,교육,유료,1.0,2020-02-18,(화)
209228,[문학] 어린왕자가 떠난 우주여행의 비밀,2020.2.20 (목) 16:30 ~ 18:30,8.0,0.0,강연,유료,1.0,2020-02-20,(목)
209229,초딩도 이해하는 상대성이론,2020.2.20 (목) 19:30 ~ 21:30,10.0,0.0,강연,유료,1.0,2020-02-20,(목)
209230,(여의도)타오바오로 월100만원 부수입 만들기(파워셀러 송혜현 직강),2020.2.18 (화) 19:00 ~ 20:00,8.0,0.0,교육,무료,1.0,2020-02-18,(화)
209234,작은회사 및 창업자를 위한 작은마케팅클리닉_실전편_서울 (3/14),2020.3.14 (토) 10:00 ~ 13:00,5.0,0.0,강연,유료,1.0,2020-03-14,(토)
209235,기자처럼 글쓰기,2020.3.10 (화) 09:00 ~ 2020.3.24 (화) 09:30,5.0,0.0,교육,유료,1.0,2020-03-10,(화)
209236,0.1% 부자들의 부테크,2020.2.18 (화) 19:30 ~ 21:00,6.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-18,(화)
209237,[무료 금융자격증 취득 & 멘토링] 미래에셋생명 SYNERGY-FS 과정 1기 모집 사전 신청,2020.3.10 (화) 11:00 ~ 15:00,110.0,0.0,교육,무료,1.0,2020-03-10,(화)
209238,CES' Legend Inspiration Worth Spreading : CES를 통찰해 얻은 가치있는 영감을 나,2020.2.20 (목) 18:00 ~ 21:30,150.0,0.0,세미나/컨퍼런스,유료,1.0,2020-02-20,(목)
209241,스마트폰으로 돈 벌어주는 사진 찍기 강의,2020.2.21 (금) 12:00 ~ 16:00,7.0,0.0,교육,유료,1.0,2020-02-21,(금)
209243,[배.영.쓰] 영어회화 스터디,2020.2.15 (토) 18:00 ~ 20:00,10.0,0.0,소모임/친목행사,유료,1.0,2020-02-15,(토)
209244,스마트폰으로 돈 벌어주는 사진 찍기 강의,2020.2.22 (토) 13:00 ~ 17:00,7.0,0.0,교육,유료,1.0,2020-02-22,(토)
209246,[무료강연/~2.16(일)] <워킹맘을 위한 초등 1학년 준비법> 저자강연회,2020.2.20 (목) 19:30 ~ 21:00,15.0,0.0,강연,무료,1.0,2020-02-20,(목)
209248,[전문강사양성과정] 그래픽 디자인 (포토샵 기초),2020.2.22 (토) 09:00 ~ 2020.2.23 (일) 18:00,20.0,0.0,교육,유료,1.0,2020-02-22,(토)
209249,"워드프레스 3시간 속성 마스터하기(2/20, 오전반) - 원데이클래스",2020.2.20 (목) 10:00 ~ 13:00,3.0,0.0,교육,유료,1.0,2020-02-20,(목)
209250,"워드프레스+쇼핑몰 4시간 속성 마스터(2/20, 오후반) - 원데이클래스",2020.2.20 (목) 14:00 ~ 18:00,3.0,0.0,교육,유료,1.0,2020-02-20,(목)
209254,"[초대이벤트] 뮤지컬 ""트윈스""",총 5회차 공연입니다. (*신청기간을 확인해주세요!!),75.0,0.0,이벤트/파티,무료,1.0,,
209255,"워드프레스 3시간 속성 마스터하기(2/20, 저녁반) - 원데이클래스",2020.2.20 (목) 19:00 ~ 22:00,3.0,0.0,교육,유료,1.0,2020-02-20,(목)
209258,디지털 역량 연구회 시즌1 - HRDer를 위한 디지털 이해와 교육 설계,2020.4.9 (목) 14:00 ~ 2020.4.16 (목) 17:00,20.0,0.0,교육,무료,1.0,2020-04-09,(목)
209260,[제로비즈캠퍼스] 하루만에 왕초보 파이썬 프로그래머 되기,2020.2.16 (일) 14:00 ~ 17:00,4.0,0.0,교육,유료,1.0,2020-02-16,(일)
209261,쁘띠성형 상담 기법 원데이과정 교육,2020.2.29 (토) 17:00 ~ 21:00,30.0,0.0,교육,유료,1.0,2020-02-29,(토)
209262,[제로비즈캠퍼스] 하루만에 가상화폐 트레이딩 봇 만들기,2020.2.22 (토) 10:00 ~ 18:00,3.0,0.0,교육,유료,1.0,2020-02-22,(토)
209266,[3/14->3/28토] 21기 웹기획 실무 트레이닝 과정 (4주 x 5시간),2020.3.28 (토) 13:00 ~ 18:00,16.0,0.0,교육,유료,1.0,2020-03-28,(토)
209269,[2월 추가모집] 레오나 내면여행 전화상담,2020.2.29 (토) 10:00 ~ 10:30,6.0,0.0,기타,유료,1.0,2020-02-29,(토)
209274,악당들의 역적모의,2020.2.19 (수) 10:00 ~ 12:00,10.0,0.0,소모임/친목행사,유료,1.0,2020-02-19,(수)
209275,[모임취소]할로코드 인공지능 (AI) 심화 워크샵,2020.2.24 (월) 09:30 ~ 12:30,20.0,0.0,교육,유료,1.0,2020-02-24,(월)
209276,"[서평이벤트] ""당신의 삶에 명상이 필요할 때""",3월 14일(토) 까지,20.0,0.0,이벤트/파티,무료,1.0,,(토)
209277,블루문인베스트 유치권 특수경매 무료 세미나,2020.2.20 (목) 16:30 ~ 21:00,10.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-20,(목)
209279,모바일 결제 쇼핑몰 제작기법 with 워드프레스(3/2) - 원데이클래스,2020.3.2 (월) 19:00 ~ 22:00,3.0,0.0,교육,유료,1.0,2020-03-02,(월)
209280,자이언트 책쓰기 과정 - 책쓰기 수업 [창원 20차] 개강 안내!!,2020.2.13 (목) 14:30 ~ 15:00,10.0,0.0,교육,유료,1.0,2020-02-13,(목)
209282,"책쓰기 글쓰기 일일특강 - 이은대 자이언트 북 컨설팅 책쓰기 명품 ""골든클래스""",2020.2.13 (목) 14:30 ~ 15:00,10.0,0.0,강연,유료,1.0,2020-02-13,(목)
209283,"창업특강 ""스타트업의 상품 전략과 마케팅 사례""",2020.2.19 (수) 14:00 ~ 16:00,20.0,0.0,강연,무료,1.0,2020-02-19,(수)
209284,2020 푸르덴셜 영업관리직 Sales Manager 특별채용 설명회,2020.2.21 (금) 19:30 ~ 2020.2.25 (화) 21:00,20.0,0.0,세미나/컨퍼런스,무료,1.0,2020-02-21,(금)
209285,[3월] 사이다경제와 함께하는 월간 해외 주식 TALK,2020.3.28 (토) 14:00 ~ 18:00,20.0,0.0,세미나/컨퍼런스,유료,1.0,2020-03-28,(토)
209286,[EYELOVE MUSIKTALK] My Favorite Things of Kim Mee Young,2020.5.30 (토) 19:30 ~ 21:00,80.0,0.0,문화/예술,유료,1.0,2020-05-30,(토)
209287,[3월] 똘똘한 아파트 한 채 만들기 프로젝트,2020.3.21 (토) 11:00 ~ 13:00,20.0,0.0,세미나/컨퍼런스,유료,1.0,2020-03-21,(토)
209288,전통과 청춘을 잇는 아리랑스쿨 기자단 '아리스토텔러스' 6기 모집 (~2/16),2020.2.21 (금) 12:00 ~ 2020.4.3 (금) 19:00,14.0,0.0,기타,무료,1.0,2020-02-21,(금)
209290,[무료] [3월] 소중한 내 자산을 위한 재테크 핵심 요약정리,2020.3.28 (토) 10:00 ~ 12:00,45.0,0.0,세미나/컨퍼런스,무료,1.0,2020-03-28,(토)
209293,북브릿지 북클럽 | <당신의 인생을 어떻게 평가할 것인가>,2020.2.28 (금) 19:00 ~ 21:30,4.0,0.0,기타,유료,1.0,2020-02-28,(금)
209294,정부 무상환자금으로 해외 직판자금 만드는 법,2020.3.5 (목) 14:00 ~ 16:00,80.0,0.0,교육,무료,1.0,2020-03-05,(목)
209299,생활 속의 아로마테라피 특강(2020년 2월 18 일 화요일 저녁 7시),2020.2.18 (화) 19:00 ~ 20:30,5.0,0.0,패션/뷰티,무료,1.0,2020-02-18,(화)
209300,하루만에 나만의 단편소설쓰기!,2020.2.25 (화) 18:30 ~ 21:30,10.0,0.0,소모임/친목행사,유료,1.0,2020-02-25,(화)
209301,하루만에 시놉시스 완성하기,2020.2.27 (목) 14:00 ~ 17:00,10.0,0.0,취미활동,유료,1.0,2020-02-27,(목)
209303,동서대학교 사회교육원 스피치 과정 8기 모집,2020.3.3 (화) 19:00 ~ 22:00,25.0,0.0,교육,유료,1.0,2020-03-03,(화)
209304,나는 매주 한권 책 쓴다,2020.2.19 (수) 19:30 ~ 21:30,6.0,0.0,강연,유료,1.0,2020-02-19,(수)
209305,랭킹볼 발렌타인 가입 이벤트,2020.2.29 (토) 16:30 ~ 17:00,100.0,0.0,이벤트/파티,무료,1.0,2020-02-29,(토)
209306,"★ 비트비트(BitBit) 트레이딩 센터 (암호화폐 자동프로그램, 차트 강의, 리딩)",2020.2.20 (목) 16:00 ~ 2020.5.31 (일) 19:00,30.0,0.0,교육,무료,1.0,2020-02-20,(목)
209307,"[다육아트] 다육공예,강사활동지원,자격증취득,창업,공방운영",2020.5.19 (화) 12:00 ~ 2020.6.16 (화) 18:00,12.0,0.0,교육,유료,1.0,2020-05-19,(화)
209308,"예술로창업하기, 아트업부트캠프",2020.2.18 (화) 14:00 ~ 2020.3.13 (금) 16:00,30.0,0.0,문화/예술,무료,1.0,2020-02-18,(화)
209309,부경대학교 평생교육원 스피치 과정 1기 모집,2020.3.19 (목) 19:00 ~ 22:00,25.0,0.0,교육,유료,1.0,2020-03-19,(목)
209310,매주금요일 투잡인 맥주파티 - 직장(알바)랑사업을 같이한다!,2020.2.28 (금) 19:00 ~ 22:00,20.0,0.0,이벤트/파티,유료,1.0,2020-02-28,(금)
209311,명함/스티커/행택 등 인쇄물 만들기[일러스트레이터] 과정,2020.5.28 (목) 12:00 ~ 18:00,10.0,0.0,교육,유료,1.0,2020-05-28,(목)
